1,9,9,-0.0086717,0.20899,-0.00941,0.28976,-43.982,-5.9845,-19.885,-3.5048,0.296,0.082,0.90206
1,15,-2,-0.0019025,0.2138,-0.0013034,0.29033,-7.8481,-0.8267,-19.885,-3.5048,0.275,0.139,0.974
1,27,13,-0.010777,0.19629,0.0015745,0.28999,-19.01,1.0023,-19.885,-3.5048,0.58,0.05,0.7364
1,39,1,-0.0016381,0.21248,-0.0075416,0.28987,-7.4805,-4.7971,-19.885,-3.5048,0.273,0.1,0.99442
1,58,-1,-0.0030146,0.21076,-0.0028844,0.29032,-15.648,-1.829,-19.885,-3.5048,0.276,0.034,0.96864
1,72,-2,-0.0031688,0.2133,-0.0011627,0.29035,-13.406,-0.73726,-19.885,-3.5048,0.34,0.018,0.88832
1,83,-12,-0.0030341,0.20968,-0.007814,0.2899,-17.398,-4.9677,-19.885,-3.5048,0.251,0.057,0.98792
1,88,6,-0.0032445,0.21068,-0.0062301,0.28991,-16.898,-3.9636,-19.885,-3.5048,0.254,0.008,1.093
1,99,-11,-0.003196,0.20536,-0.0099038,0.28955,-30.792,-6.3109,-19.885,-3.5048,0.422,0.001,0.53738
1,120,2,-0.0051204,0.21032,-0.010442,0.28978,-26.391,-6.6337,-19.885,-3.5048,0.257,0.193,0.97851
2,1,-6,0.0048582,0.20369,0.045705,0.27809,22.788,0.33926,-0.61029,-1.0554,0.249,0.047,0.9167
2,13,12,0.004893,0.20717,0.050087,0.27529,4.323,3.6347,-0.61029,-1.0554,0.269,0.001,0.89515
2,34,1,0.0064657,0.20694,0.0478,0.27661,12.967,1.9628,-0.61029,-1.0554,0.315,0.001,0.87351
2,38,-1,0.005261,0.21125,0.046345,0.27726,-4.9275,0.95718,-0.61029,-1.0554,0.332,0.141,0.84954
2,60,-8,0.0027187,0.20898,0.038535,0.28138,-13.16,-4.6603,-0.61029,-1.0554,0.359,0.001,0.71935
2,71,-1,0.0022542,0.20968,0.038384,0.28182,-16.887,-4.8688,-0.61029,-1.0554,0.255,0.001,1.0044
2,76,-2,0.0054855,0.21252,0.040944,0.28046,-6.3324,-3.0301,-0.61029,-1.0554,0.312,0.038,0.96413
2,87,18,0.0061587,0.21202,0.038044,0.28221,-2.8755,-5.1683,-0.61029,-1.0554,0.236,0.038,1.1236
2,103,-4,0.0052088,0.20808,0.047235,0.27682,2.8122,1.5867,-0.61029,-1.0554,0.313,0.127,0.77452
2,110,-1,0.0047057,0.21,0.043531,0.27953,-4.8108,-1.3067,-0.61029,-1.0554,0.297,0.001,0.95281
3,8,0,0.018111,0.19099,0.079047,0.24415,56.442,0.8129,5.79,-1.1812,0.437,0.001,0.79343
3,18,5,0.0060703,0.20449,0.074218,0.25094,-6.4632,-4.4623,5.79,-1.1812,0.28,0.001,0.86507
3,30,-4,0.0054359,0.20425,0.08236,0.23795,-7.9903,5.2626,5.79,-1.1812,0.281,0.001,0.8288
3,37,-3,0.0083428,0.20684,0.077852,0.24537,-9.3483,-0.23013,5.79,-1.1812,0.354,0.003,0.80819
3,52,-9,0.0090351,0.20593,0.076223,0.24829,-3.287,-2.3556,5.79,-1.1812,0.303,0.071,0.81394
3,68,-1,0.013145,0.20121,0.078084,0.24618,24.736,-0.60025,5.79,-1.1812,0.313,0.029,0.94422
3,81,-10,0.013548,0.20639,0.079714,0.24268,4.7624,1.8373,5.79,-1.1812,0.296,0.023,1.0062
