13,10,0,-0.0013289,0.20686,-0.0064426,0.29043,-10.96,-4.075,-16.799,-0.88579,0.272,0.001,0.83647
13,31,0,-0.0026469,0.2069,-0.0057376,0.29022,-20.997,-3.639,-16.799,-0.88579,0.191,0.001,1.1956
13,49,0,-0.0018263,0.20652,-0.0033017,0.2902,-15.647,-2.0964,-16.799,-0.88579,0.264,0.001,0.8792
13,86,0,0.00082875,0.20595,0.003411,0.29011,7.9329,2.1679,-16.799,-0.88579,0.298,0.001,0.79767
13,119,0,-0.002469,0.20934,-0.0011635,0.29018,-14.806,-0.73918,-16.799,-0.88579,0.271,0.009,0.99016
13,125,0,-0.0032842,0.20661,-0.0087068,0.28968,-26.417,-5.5455,-16.799,-0.88579,0.199,0.001,1.1182
13,161,0,-0.0031396,0.20897,-0.0052336,0.29056,-19.289,-3.3076,-16.799,-0.88579,0.248,0.001,1.0557
13,179,0,-0.0045221,0.20715,-0.00011744,0.29032,-32.298,-0.074502,-16.799,-0.88579,0.264,0.015,0.9374
13,205,0,-0.0022204,0.20712,0.010153,0.28979,-17.309,6.4512,-16.799,-0.88579,0.266,0.001,0.81405
13,240,0,-0.0038068,0.21158,0.0031539,0.2903,-18.196,2.0003,-16.799,-0.88579,0.277,0.289,0.92796
14,16,0,0.0048096,0.20397,0.049811,0.27517,20.458,3.5319,7.0422,0.94267,0.209,0.001,1.0117
14,33,0,0.0050471,0.20622,0.042222,0.27971,9.079,-2.0905,7.0422,0.94267,0.39,0.146,0.6243
14,72,0,0.0031343,0.20779,0.043497,0.27994,-8.077,-1.4488,7.0422,0.94267,0.219,0.001,1.2132
14,81,0,0.0065826,0.20784,0.048587,0.27581,10.017,2.6568,7.0422,0.94267,0.311,0.031,0.84903
14,99,0,0.01237,0.21471,0.052812,0.27298,10.062,5.8934,7.0422,0.94267,0.225,0.001,0.92643
14,142,0,0.010634,0.21744,0.038939,0.28125,1.3679,-4.394,7.0422,0.94267,0.242,0.001,0.81011
14,168,0,0.0024287,0.21055,0.036161,0.28266,-17.038,-6.3735,7.0422,0.94267,0.227,0.081,1.0851
14,174,0,0.0048734,0.2039,0.050084,0.27505,21.355,3.7167,7.0422,0.94267,0.288,0.001,0.78658
14,203,0,0.003729,0.20729,0.052522,0.27349,-2.915,5.5507,7.0422,0.94267,0.252,0.001,0.95321
14,228,0,0.0051327,0.20345,0.048255,0.27608,26.113,2.384,7.0422,0.94267,0.335,0.001,0.67322
15,20,0,0.0099769,0.20386,0.080869,0.24025,8.8467,3.5424,6.4079,-0.63983,0.261,0.056,0.95154
15,46,0,0.0074633,0.20406,0.070426,0.25631,1.4267,-8.645,6.4079,-0.63983,0.302,0.036,0.76541
15,65,0,0.0090024,0.20417,0.076375,0.24816,5.1395,-2.233,6.4079,-0.63983,0.321,0.086,0.77729
15,96,0,0.0076193,0.20424,0.072343,0.25366,0.89329,-6.5659,6.4079,-0.63983,0.243,0.001,0.97161
15,98,0,0.0067576,0.204,0.078253,0.2455,-0.61009,-0.17356,6.4079,-0.63983,0.276,0.001,0.93146
15,143,0,0.0084338,0.20863,0.077362,0.2475,-15.643,-1.552,6.4079,-0.63983,0.266,0.026,1.0145
15,156,0,0.0099447,0.20448,0.081056,0.23954,5.7591,3.9987,6.4079,-0.63983,0.223,0.04,1.0711
15,190,0,0.0089431,0.20611,0.077784,0.24531,-4.3461,-0.22287,6.4079,-0.63983,0.26,0.016,1.0494
15,200,0,0.012711,0.20194,0.080221,0.24114,21.32,2.8505,6.4079,-0.63983,0.263,0.274,1.0091
15,234,0,0.0060017,0.1988,0.080035,0.24148,41.293,2.6025,6.4079,-0.63983,0.246,0.001,0.9172
16,17,0,0.011097,0.19523,0.090281,0.19977,23.262,0.14814,9.0851,0.014615,0.289,0.262,0.88739
16,32,0,0.0091939,0.19883,0.089637,0.20852,7.2473,-5.4319,9.0851,0.014615,0.3,0.001,0.78667
16,51,0,0.013335,0.2005,0.090383,0.1966,-2.1491,2.1572,9.0851,0.014615,0.251,0.162,1.095
16,83,0,0.0063261,0.19473,0.090258,0.20384,39.809,-2.4369,9.0851,0.014615,0.331,0.154,0.78062
16,118,0,0.011176,0.20172,0.090203,0.19918,-8.7327,0.52157,9.0851,0.014615,0.325,0.005,0.85313
16,122,0,0.0059634,0.1974,0.090291,0.19915,23.541,0.54217,9.0851,0.014615,0.27,0.001,0.93196
16,165,0,0.013693,0.20014,0.091167,0.20151,-0.57813,-0.95063,9.0851,0.014615,0.236,0.052,1.2159
16,171,0,0.015245,0.20167,0.090288,0.20202,-6.2687,-1.2826,9.0851,0.014615,0.238,0.054,1.2881
16,193,0,0.010839,0.19862,0.090599,0.19893,7.2426,0.677,9.0851,0.014615,0.278,0.001,1.0101
16,229,0,0.012095,0.19841,0.090177,0.1902,7.4776,6.2021,9.0851,0.014615,0.226,0.001,1.2783
17,22,0,0.0074626,0.19231,0.073042,0.1467,15.863,6.1208,5.4887,4.6191,0.258,0.16,0.93586
17,37,0,0.0043626,0.19523,0.075641,0.15115,17.571,2.8571,5.4887,4.6191,0.485,0.001,0.4465
17,58,0,0.010313,0.19468,0.072434,0.14654,-2.7182,6.4311,5.4887,4.6191,0.301,0.001,0.89948
17,79,0,0.0084599,0.19498,0.073279,0.1472,0.68031,5.7732,5.4887,4.6191,0.287,0.077,0.84691
17,103,0,0.012443,0.1944,0.07241,0.14637,-5.7752,6.5261,5.4887,4.6191,0.258,0.057,0.99423
17,140,0,0.01027,0.19032,0.077432,0.15411,13.318,0.65166,5.4887,4.6191,0.337,0.064,0.76499
17,152,0,0.010352,0.19136,0.074374,0.14876,9.8463,4.5637,5.4887,4.6191,0.285,0.182,0.89015
