1,1,0,-0.0037959,0.21185,-0.0017561,0.29013,-17.768,-1.1162,-10.434,-5.4281,0.593,0.066,0.50912
1,14,0,-0.0002278,0.21091,-0.0028346,0.29028,-1.1959,-1.7984,-10.434,-5.4281,0.292,0.007,0.95736
1,28,0,0.00069835,0.2084,-0.010334,0.28995,4.7502,-6.554,-10.434,-5.4281,0.225,0.001,1.0698
1,44,0,-0.00031242,0.20703,-0.0063847,0.28994,-2.5462,-4.0604,-10.434,-5.4281,0.232,0.001,0.95358
1,57,0,-0.0027831,0.20797,-0.015379,0.28882,-19.251,-9.8229,-10.434,-5.4281,0.224,0.001,1.1051
1,69,0,-0.0034795,0.20628,NaN,NaN,-28.99,NaN,-10.434,-5.4281,0.243,0.001,0.94944
1,74,0,-0.0031525,0.20657,-0.015596,0.28873,-25.629,-9.9689,-10.434,-5.4281,0.2,0.001,1.1302
1,90,0,-0.0040057,0.21798,-0.016084,0.28862,-12.562,-10.287,-10.434,-5.4281,0.234,0.001,0.84449
1,97,0,-0.0026305,0.22498,-0.0065352,0.28986,-6.0119,-4.1598,-10.434,-5.4281,0.264,0.001,0.78774
1,115,0,0.00057057,0.20671,-0.001706,0.29003,4.8618,-1.0856,-10.434,-5.4281,0.259,0.04,0.95852
2,8,0,0.0032361,0.2062,0.0394,0.28118,-2.4385,-4.1102,-3.026,-4.6966,0.176,0.001,1.2245
2,18,0,0.0082102,0.21359,0.040126,0.28101,1.1289,-3.6514,-3.026,-4.6966,0.226,0.033,1.2875
2,30,0,0.0036613,0.2076,0.045551,0.27808,-4.2843,0.25847,-3.026,-4.6966,0.242,0.001,1.0725
2,37,0,0.0041622,0.20506,0.040824,0.28058,9.4596,-3.1331,-3.026,-4.6966,0.26,0.001,0.90537
2,58,0,0.0028586,0.20627,0.040871,0.28039,-5.4905,-3.0508,-3.026,-4.6966,0.208,0.001,1.1008
2,63,0,0.0024783,0.20714,0.034113,0.28354,-10.86,-7.7885,-3.026,-4.6966,0.23,0.001,0.99476
2,77,0,0.0033025,0.20597,0.036662,0.28238,-1.0406,-6.0082,-3.026,-4.6966,0.291,0.013,0.7924
2,91,0,0.0051545,0.20918,0.042957,0.27932,-0.69648,-1.5626,-3.026,-4.6966,0.303,0.061,0.82982
2,108,0,0.0040687,0.20784,0.029879,0.28507,-2.5715,-10.646,-3.026,-4.6966,0.186,0.001,1.3283
2,112,0,0.0029106,0.20981,0.034836,0.28317,-13.467,-7.2729,-3.026,-4.6966,0.218,0.018,1.143
3,10,0,0.011753,0.20809,0.068597,0.259,-4.548,-10.699,5.3384,-7.6432,0.214,0.049,1.2803
3,13,0,0.0073747,0.20039,0.074964,0.24989,26.963,-3.646,5.3384,-7.6432,0.271,0.001,0.85055
3,26,0,0.014699,0.20677,0.077313,0.24846,5.2575,-2.0779,5.3384,-7.6432,0.239,0.115,1.345
3,42,0,0.013054,0.21289,0.068257,0.25879,-14.646,-10.737,5.3384,-7.6432,0.224,0.001,0.95096
3,50,0,0.0089277,0.20538,0.068167,0.25945,-1.0929,-11.093,5.3384,-7.6432,0.272,0.001,0.95144
3,67,0,0.010016,0.20503,0.062073,0.26546,3.3428,-16.52,5.3384,-7.6432,0.263,0.296,0.87102
3,84,0,0.015787,0.20876,NaN,NaN,0.98202,NaN,5.3384,-7.6432,0.447,0.359,0.74718
3,87,0,0.0086961,0.20122,0.073032,0.25325,22.01,-6.0979,5.3384,-7.6432,0.248,0.004,0.92074
3,100,0,0.00545,0.20349,0.072415,0.25371,-2.6358,-6.565,5.3384,-7.6432,0.345,0.001,0.65747
3,109,0,0.01052,0.20228,0.076913,0.24686,17.75,-1.3527,5.3384,-7.6432,0.26,0.042,0.96771
4,4,0,0.014972,0.20024,0.089151,0.21356,-0.92396,-8.6491,10.929,-2.6558,0.252,0.139,0.98931
4,19,0,0.016278,0.19727,0.090244,0.20642,9.5084,-4.0661,10.929,-2.6558,0.255,0.097,1.1598
4,35,0,0.008597,0.19759,0.090418,0.20556,15.672,-3.5213,10.929,-2.6558,0.286,0.001,0.82872
4,45,0,0.012769,0.19777,0.090185,0.20071,9.9173,-0.4518,10.929,-2.6558,0.253,0.057,1.0861
4,55,0,0.0097594,0.19983,0.089611,0.20861,1.0007,-5.4872,10.929,-2.6558,0.237,0.011,1.0559
4,61,0,0.0078065,0.19709,0.090279,0.20241,20.461,-1.5315,10.929,-2.6558,0.299,0.243,0.78928
4,79,0,0.0065469,0.19892,0.090041,0.20287,9.3447,-1.8239,10.929,-2.6558,0.319,0.001,0.76271
4,95,0,0.0086426,0.19731,0.090456,0.20007,17.308,-0.042221,10.929,-2.6558,0.344,0.001,0.78402
4,99,0,0.0069409,0.19829,0.089891,0.2053,13.867,-3.3739,10.929,-2.6558,0.328,0.089,0.67951
4,114,0,0.011679,0.19727,0.090167,0.19624,13.138,2.3886,10.929,-2.6558,0.254,0.27,1.0342
