File,Block,Trial_Block,Trial_Total,Subj,Order,Perturb_Var,Perturb_Dir,Cursor_Error,Target_Deg,EE_Baseline_mean,EE_Baseline_corrected,Target,Trial_Target,Endpoint_X,Endpoint_Y,Endpoint_Error,Appl_Perturb,Endpoint_Error_Mean,MT,RT,Max_Vel
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,46,286,1,Gen_first,12° Variance,CCW,-2.1574,150,-2.2654,4.4228,6,6,0.028327,0.14637,2.1574,0,-2.2654,0.425,0.005,0.34971
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,47,287,1,Gen_first,12° Variance,CCW,,150,-2.2654,,6,7,,,,0,-2.2654,0.775,0.195,0.37117
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,48,288,1,Gen_first,12° Variance,CCW,6.2282,150,-2.2654,-3.9628,6,8,0.036362,0.15037,-6.2282,0,-2.2654,0.415,0.005,0.32896
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,49,289,1,Gen_first,12° Variance,CCW,,180,-6.7035,,7,1,,,,0,-6.7035,0.015,0.005,0.001337
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,50,290,1,Gen_first,12° Variance,CCW,,180,-6.7035,,7,2,,,,0,-6.7035,0,0.005,0
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,51,291,1,Gen_first,12° Variance,CCW,8.7919,180,-6.7035,-2.0884,7,3,0.0092156,0.14041,-8.7919,0,-6.7035,0.335,0.005,0.42284
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,52,292,1,Gen_first,12° Variance,CCW,6.5902,180,-6.7035,0.1133,7,4,0.0070269,0.13918,-6.5902,0,-6.7035,0.36,0.03,0.38021
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,53,293,1,Gen_first,12° Variance,CCW,-1.6239,180,-6.7035,8.3274,7,5,-0.0017076,0.13977,1.6239,0,-6.7035,0.27,0.79,0.3254
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,54,294,1,Gen_first,12° Variance,CCW,,180,-6.7035,,7,6,,,,0,-6.7035,0,0.005,0
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,55,295,1,Gen_first,12° Variance,CCW,13.056,180,-6.7035,-6.3525,7,7,0.013646,0.14115,-13.056,0,-6.7035,0.35,0.005,0.37855
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,56,296,1,Gen_first,12° Variance,CCW,,180,-6.7035,,7,8,,,,0,-6.7035,0,0.005,0
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,57,297,1,Gen_first,12° Variance,CCW,,-150,-5.9308,,8,1,,,,0,-5.9308,0,0.005,0
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,58,298,1,Gen_first,12° Variance,CCW,,-150,-5.9308,,8,2,,,,0,-5.9308,0,0.005,0
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,59,299,1,Gen_first,12° Variance,CCW,8.0542,-150,-5.9308,-2.1234,8,3,-0.022948,0.14305,-8.0542,0,-5.9308,0.31,0.03,0.45206
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,60,300,1,Gen_first,12° Variance,CCW,4.5727,-150,-5.9308,1.3581,8,4,-0.026282,0.14472,-4.5727,0,-5.9308,0.38,0.02,0.36815
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,61,301,1,Gen_first,12° Variance,CCW,,-150,-5.9308,,8,5,,,,0,-5.9308,0,0.005,0
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,62,302,1,Gen_first,12° Variance,CCW,0.46498,-150,-5.9308,5.46582,8,6,-0.029731,0.14753,-0.46498,0,-5.9308,0.52,0.015,0.28046
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,63,303,1,Gen_first,12° Variance,CCW,,-150,-5.9308,,8,7,,,,0,-5.9308,0.945,0.005,0.36763
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,64,304,1,Gen_first,12° Variance,CCW,10.632,-150,-5.9308,-4.7012,8,8,-0.020362,0.14208,-10.632,0,-5.9308,0.365,0.025,0.39269
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,65,305,1,Gen_first,12° Variance,CCW,-1.9006,-120,-2.3795,4.2801,9,1,-0.054281,0.17102,1.9006,0,-2.3795,0.215,0.485,0.4506
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,66,306,1,Gen_first,12° Variance,CCW,7.6782,-120,-2.3795,-5.2987,9,2,-0.047897,0.16301,-7.6782,0,-2.3795,0.345,0.005,0.45046
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,67,307,1,Gen_first,12° Variance,CCW,7.3623,-120,-2.3795,-4.9828,9,3,-0.048714,0.16281,-7.3623,0,-2.3795,0.335,0.025,0.45244
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,68,308,1,Gen_first,12° Variance,CCW,-1.3102,-120,-2.3795,3.6897,9,4,-0.053163,0.17091,1.3102,0,-2.3795,0.28,0.645,0.37382
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,69,309,1,Gen_first,12° Variance,CCW,2.6458,-120,-2.3795,-0.2663,9,5,-0.050847,0.16742,-2.6458,0,-2.3795,0.41,0.005,0.33879
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,70,310,1,Gen_first,12° Variance,CCW,,-120,-2.3795,,9,6,,,,0,-2.3795,0.61,0.005,0.43811
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,71,311,1,Gen_first,12° Variance,CCW,,-120,-2.3795,,9,7,,,,0,-2.3795,0,0.005,0
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,72,312,1,Gen_first,12° Variance,CCW,-0.19854,-120,-2.3795,2.57804,9,8,-0.052297,0.17005,0.19854,0,-2.3795,0.475,0.005,0.29049
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,73,313,1,Gen_first,12° Variance,CCW,4.7617,-90,-4.4568,-0.3049,10,1,-0.061234,0.1949,-4.7617,0,-4.4568,0.305,0.005,0.38888
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,74,314,1,Gen_first,12° Variance,CCW,6.4302,-90,-4.4568,-1.9734,10,2,-0.061,0.19313,-6.4302,0,-4.4568,0.33,0.14,0.44271
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,75,315,1,Gen_first,12° Variance,CCW,6.1106,-90,-4.4568,-1.6538,10,3,-0.060422,0.19353,-6.1106,0,-4.4568,0.255,0.465,0.43787
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,76,316,1,Gen_first,12° Variance,CCW,6.7912,-90,-4.4568,-2.3344,10,4,-0.060075,0.19285,-6.7912,0,-4.4568,0.385,0.145,0.3712
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,77,317,1,Gen_first,12° Variance,CCW,-0.84705,-90,-4.4568,5.30385,10,5,-0.061554,0.20091,0.84705,0,-4.4568,0.4,0.125,0.40339
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,78,318,1,Gen_first,12° Variance,CCW,1.3701,-90,-4.4568,3.0867,10,6,-0.061425,0.19853,-1.3701,0,-4.4568,0.44,0.13,0.3088
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,79,319,1,Gen_first,12° Variance,CCW,3.6884,-90,-4.4568,0.7684,10,7,-0.061118,0.19606,-3.6884,0,-4.4568,0.25,0.54,0.42588
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,80,320,1,Gen_first,12° Variance,CCW,7.3494,-90,-4.4568,-2.8926,10,8,-0.060435,0.19221,-7.3494,0,-4.4568,0.34,0.005,0.37395
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,81,321,1,Gen_first,12° Variance,CCW,10.186,-60,-2.2569,-7.9291,11,1,-0.057297,0.22064,-10.186,0,-2.2569,0.305,0.68,0.40709
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,82,322,1,Gen_first,12° Variance,CCW,1.2355,-60,-2.2569,1.0214,11,2,-0.053703,0.22948,-1.2355,0,-2.2569,0.4,0.045,0.36245
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,83,323,1,Gen_first,12° Variance,CCW,3.6655,-60,-2.2569,-1.4086,11,3,-0.054303,0.22688,-3.6655,0,-2.2569,0.52,0.005,0.3146
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,84,324,1,Gen_first,12° Variance,CCW,-0.30037,-60,-2.2569,2.55727,11,4,-0.05295,0.23094,0.30037,0,-2.2569,0.215,0.495,0.39969
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,85,325,1,Gen_first,12° Variance,CCW,4.999,-60,-2.2569,-2.7421,11,5,-0.05481,0.22556,-4.999,0,-2.2569,0.34,0.005,0.39758
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,86,326,1,Gen_first,12° Variance,CCW,2.6404,-60,-2.2569,-0.3835,11,6,-0.054036,0.22796,-2.6404,0,-2.2569,0.25,0.615,0.34362
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,87,327,1,Gen_first,12° Variance,CCW,-6.628,-60,-2.2569,8.8849,11,7,-0.048835,0.23631,6.628,0,-2.2569,0.395,0.005,0.30687
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,88,328,1,Gen_first,12° Variance,CCW,,-60,-2.2569,,11,8,,,,0,-2.2569,0.765,0.005,0.3565
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,89,329,1,Gen_first,12° Variance,CCW,,-30,-3.6588,,12,1,,,,0,-3.6588,0.085,0.005,0.45334
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,90,330,1,Gen_first,12° Variance,CCW,5.2635,-30,-3.6588,-1.6047,12,2,-0.035671,0.25045,-5.2635,0,-3.6588,0.465,0.02,0.39284
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,91,331,1,Gen_first,12° Variance,CCW,3.9695,-30,-3.6588,-0.3107,12,3,-0.034309,0.25092,-3.9695,0,-3.6588,0.43,0.005,0.33019
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,92,332,1,Gen_first,12° Variance,CCW,1.0654,-30,-3.6588,2.5934,12,4,-0.031202,0.2518,-1.0654,0,-3.6588,0.48,0.08,0.32101
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,93,333,1,Gen_first,12° Variance,CCW,,-30,-3.6588,,12,5,,,,0,-3.6588,0.11,0.005,0.33713
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,94,334,1,Gen_first,12° Variance,CCW,,-30,-3.6588,,12,6,,,,0,-3.6588,0.135,0.015,0.30967
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,95,335,1,Gen_first,12° Variance,CCW,6.2341,-30,-3.6588,-2.5753,12,7,-0.035587,0.24856,-6.2341,0,-3.6588,0.445,0.35,0.31807
San_Pilot_S01_3Baseline_NFB_SubjData,Baseline_NFB,96,336,1,Gen_first,12° Variance,CCW,1.7615,-30,-3.6588,1.8973,12,8,-0.031837,0.25142,-1.7615,0,-3.6588,0.445,0.135,0.36422
San_Pilot_S01_3Baseline_SubjData,Baseline,1,337,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,1,,,,0,0.97201,0.61,0.005,0.55255
San_Pilot_S01_3Baseline_SubjData,Baseline,2,338,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,2,,,,0,0.97201,0,0.005,0
San_Pilot_S01_3Baseline_SubjData,Baseline,3,339,1,Gen_first,12° Variance,CCW,-14.861,0,-1.5338,16.3948,1,3,0.015582,0.25872,14.861,0,0.97201,0.21,0.52,0.27928
San_Pilot_S01_3Baseline_SubjData,Baseline,4,340,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,4,,,,0,0.97201,0.95,0.005,0.33719
San_Pilot_S01_3Baseline_SubjData,Baseline,5,341,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,5,,,,0,0.97201,0,0.005,0
San_Pilot_S01_3Baseline_SubjData,Baseline,6,342,1,Gen_first,12° Variance,CCW,2.5252,0,-1.5338,-0.9914,1,6,-0.0026891,0.26098,-2.5252,0,0.97201,0.435,0.065,0.34547
San_Pilot_S01_3Baseline_SubjData,Baseline,7,343,1,Gen_first,12° Variance,CCW,-1.3031,0,-1.5338,2.8369,1,7,0.001389,0.26106,1.3031,0,0.97201,0.41,0.005,0.36953
San_Pilot_S01_3Baseline_SubjData,Baseline,8,344,1,Gen_first,12° Variance,CCW,5.7541,0,-1.5338,-4.2203,1,8,-0.006233,0.26186,-5.7541,0,0.97201,0.275,0.005,0.47224
San_Pilot_S01_3Baseline_SubjData,Baseline,9,345,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,9,,,,0,0.97201,0.72,0.005,0.45456
San_Pilot_S01_3Baseline_SubjData,Baseline,10,346,1,Gen_first,12° Variance,CCW,4.2934,0,-1.5338,-2.7596,1,10,-0.0045799,0.261,-4.2934,0,0.97201,0.43,0.005,0.31831
San_Pilot_S01_3Baseline_SubjData,Baseline,11,347,1,Gen_first,12° Variance,CCW,0.9245,0,-1.5338,0.6093,1,11,-0.00097132,0.26019,-0.9245,0,0.97201,0.375,0.1,0.36433
San_Pilot_S01_3Baseline_SubjData,Baseline,12,348,1,Gen_first,12° Variance,CCW,-4.1367,0,-1.5338,5.6705,1,12,0.0044354,0.26133,4.1367,0,0.97201,0.28,0.545,0.39258
San_Pilot_S01_3Baseline_SubjData,Baseline,13,349,1,Gen_first,12° Variance,CCW,1.6762,30,-2.4823,0.8061,2,1,0.028625,0.25311,-1.6762,0,-2.8415,0.31,0.03,0.46265
San_Pilot_S01_3Baseline_SubjData,Baseline,14,350,1,Gen_first,12° Variance,CCW,5.1342,30,-2.4823,-2.6519,2,2,0.025251,0.25448,-5.1342,0,-2.8415,0.155,0.445,0.45119
San_Pilot_S01_3Baseline_SubjData,Baseline,15,351,1,Gen_first,12° Variance,CCW,-0.63008,30,-2.4823,3.11238,2,3,0.031637,0.25343,0.63008,0,-2.8415,0.295,0.035,0.49497
San_Pilot_S01_3Baseline_SubjData,Baseline,16,352,1,Gen_first,12° Variance,CCW,6.09,30,-2.4823,-3.6077,2,4,0.024623,0.25554,-6.09,0,-2.8415,0.425,0.035,0.36133
San_Pilot_S01_3Baseline_SubjData,Baseline,17,353,1,Gen_first,12° Variance,CCW,,30,-2.4823,,2,5,,,,0,-2.8415,0.63,0.005,0.32936
San_Pilot_S01_3Baseline_SubjData,Baseline,18,354,1,Gen_first,12° Variance,CCW,5.4735,30,-2.4823,-2.9912,2,6,0.025507,0.2559,-5.4735,0,-2.8415,0.345,0.045,0.45831
San_Pilot_S01_3Baseline_SubjData,Baseline,19,355,1,Gen_first,12° Variance,CCW,6.29,30,-2.4823,-3.8077,2,7,0.02423,0.25517,-6.29,0,-2.8415,0.42,0.005,0.3746
San_Pilot_S01_3Baseline_SubjData,Baseline,20,356,1,Gen_first,12° Variance,CCW,3.2983,30,-2.4823,-0.816,2,8,0.027321,0.25432,-3.2983,0,-2.8415,0.395,0.035,0.35786
San_Pilot_S01_3Baseline_SubjData,Baseline,21,357,1,Gen_first,12° Variance,CCW,0.059856,30,-2.4823,2.422444,2,9,0.030605,0.25314,-0.059856,0,-2.8415,0.285,0.005,0.50603
San_Pilot_S01_3Baseline_SubjData,Baseline,22,358,1,Gen_first,12° Variance,CCW,0.60339,30,-2.4823,1.87891,2,10,0.029852,0.25299,-0.60339,0,-2.8415,0.185,0.54,0.39662
San_Pilot_S01_3Baseline_SubjData,Baseline,23,359,1,Gen_first,12° Variance,CCW,-1.6606,30,-2.4823,4.1429,2,11,0.031596,0.25124,1.6606,0,-2.8415,0.205,0.63,0.36423
San_Pilot_S01_3Baseline_SubjData,Baseline,24,360,1,Gen_first,12° Variance,CCW,4.9224,30,-2.4823,-2.4401,2,12,0.025675,0.25487,-4.9224,0,-2.8415,0.525,0.045,0.30046
San_Pilot_S01_3Baseline_SubjData,Baseline,25,361,1,Gen_first,12° Variance,CCW,7.683,60,-2.2399,-5.4431,3,1,0.047558,0.23673,-7.683,0,-5.0586,0.53,0.03,0.31498
San_Pilot_S01_3Baseline_SubjData,Baseline,26,362,1,Gen_first,12° Variance,CCW,,60,-2.2399,,3,2,,,,0,-5.0586,0,0.005,0
San_Pilot_S01_3Baseline_SubjData,Baseline,27,363,1,Gen_first,12° Variance,CCW,,60,-2.2399,,3,3,,,,0,-5.0586,0,0.005,0
San_Pilot_S01_3Baseline_SubjData,Baseline,28,364,1,Gen_first,12° Variance,CCW,,60,-2.2399,,3,4,,,,0,-5.0586,0.81,0.005,0.32019
San_Pilot_S01_3Baseline_SubjData,Baseline,29,365,1,Gen_first,12° Variance,CCW,1.403,60,-2.2399,0.8369,3,5,0.051455,0.23141,-1.403,0,-5.0586,0.24,0.035,0.61295
San_Pilot_S01_3Baseline_SubjData,Baseline,30,366,1,Gen_first,12° Variance,CCW,-0.73967,60,-2.2399,2.97957,3,6,0.052963,0.22967,0.73967,0,-5.0586,0.385,0.06,0.40884
San_Pilot_S01_3Baseline_SubjData,Baseline,31,367,1,Gen_first,12° Variance,CCW,-1.0627,60,-2.2399,3.3026,3,7,0.052806,0.2292,1.0627,0,-5.0586,0.235,0.695,0.40999
San_Pilot_S01_3Baseline_SubjData,Baseline,32,368,1,Gen_first,12° Variance,CCW,,60,-2.2399,,3,8,,,,0,-5.0586,0,0.005,0
San_Pilot_S01_3Baseline_SubjData,Baseline,33,369,1,Gen_first,12° Variance,CCW,,60,-2.2399,,3,9,,,,0,-5.0586,0,0.005,0
San_Pilot_S01_3Baseline_SubjData,Baseline,34,370,1,Gen_first,12° Variance,CCW,1.3237,60,-2.2399,0.9162,3,10,0.051431,0.2313,-1.3237,0,-5.0586,0.45,0.005,0.32725
San_Pilot_S01_3Baseline_SubjData,Baseline,35,371,1,Gen_first,12° Variance,CCW,1.2632,60,-2.2399,0.9767,3,11,0.051739,0.23141,-1.2632,0,-5.0586,0.37,0.025,0.34668
San_Pilot_S01_3Baseline_SubjData,Baseline,36,372,1,Gen_first,12° Variance,CCW,25.54,60,-2.2399,-23.3001,3,12,-0.0047828,0.26131,-25.54,0,-5.0586,0.38,0.005,0.35814
San_Pilot_S01_3Baseline_SubjData,Baseline,37,373,1,Gen_first,12° Variance,CCW,2.8617,90,1.1615,-4.0232,4,1,0.061116,0.20306,-2.8617,0,0.021529,0.275,0.005,0.5046
San_Pilot_S01_3Baseline_SubjData,Baseline,38,374,1,Gen_first,12° Variance,CCW,1.3407,90,1.1615,-2.5022,4,2,0.061678,0.20144,-1.3407,0,0.021529,0.38,0.18,0.37016
San_Pilot_S01_3Baseline_SubjData,Baseline,39,375,1,Gen_first,12° Variance,CCW,2.1727,90,1.1615,-3.3342,4,3,0.060592,0.2023,-2.1727,0,0.021529,0.395,0.005,0.44346
San_Pilot_S01_3Baseline_SubjData,Baseline,40,376,1,Gen_first,12° Variance,CCW,,90,1.1615,,4,4,,,,0,0.021529,0.685,0.005,0.25247
San_Pilot_S01_3Baseline_SubjData,Baseline,41,377,1,Gen_first,12° Variance,CCW,1.9311,90,1.1615,-3.0926,4,5,0.060261,0.20203,-1.9311,0,0.021529,0.325,0.005,0.42578
San_Pilot_S01_3Baseline_SubjData,Baseline,42,378,1,Gen_first,12° Variance,CCW,-1.4793,90,1.1615,0.3178,4,6,0.060749,0.19843,1.4793,0,0.021529,0.425,0.035,0.35136
San_Pilot_S01_3Baseline_SubjData,Baseline,43,379,1,Gen_first,12° Variance,CCW,-0.43134,90,1.1615,-0.73016,4,7,0.061103,0.19954,0.43134,0,0.021529,0.085,0.575,0.41949
San_Pilot_S01_3Baseline_SubjData,Baseline,44,380,1,Gen_first,12° Variance,CCW,2.8953,90,1.1615,-4.0568,4,8,0.061855,0.20313,-2.8953,0,0.021529,0.385,0.005,0.45877
San_Pilot_S01_3Baseline_SubjData,Baseline,45,381,1,Gen_first,12° Variance,CCW,-5.8529,90,1.1615,4.6914,4,9,0.061043,0.19374,5.8529,0,0.021529,0.315,0.005,0.43093
San_Pilot_S01_3Baseline_SubjData,Baseline,46,382,1,Gen_first,12° Variance,CCW,-1.3788,90,1.1615,0.2173,4,10,0.060494,0.19854,1.3788,0,0.021529,0.43,0.005,0.38257
San_Pilot_S01_3Baseline_SubjData,Baseline,47,383,1,Gen_first,12° Variance,CCW,-2.2747,90,1.1615,1.1132,4,11,0.060745,0.19759,2.2747,0,0.021529,0.375,0.055,0.41128
San_Pilot_S01_3Baseline_SubjData,Baseline,48,384,1,Gen_first,12° Variance,CCW,,90,1.1615,,4,12,,,,0,0.021529,0,0.005,0
San_Pilot_S01_3Baseline_SubjData,Baseline,49,385,1,Gen_first,12° Variance,CCW,,120,3.3841,,5,1,,,,0,3.513,0,0.005,0
San_Pilot_S01_3Baseline_SubjData,Baseline,50,386,1,Gen_first,12° Variance,CCW,-6.1793,120,3.3841,2.7952,5,2,0.048934,0.16421,6.1793,0,3.513,0.315,0.045,0.44941
San_Pilot_S01_3Baseline_SubjData,Baseline,51,387,1,Gen_first,12° Variance,CCW,,120,3.3841,,5,3,,,,0,3.513,0,0.005,0
San_Pilot_S01_3Baseline_SubjData,Baseline,52,388,1,Gen_first,12° Variance,CCW,-4.9854,120,3.3841,1.6013,5,4,0.049586,0.1653,4.9854,0,3.513,0.435,0.005,0.38766
San_Pilot_S01_3Baseline_SubjData,Baseline,53,389,1,Gen_first,12° Variance,CCW,,120,3.3841,,5,5,,,,0,3.513,0.005,0.005,0.13677
San_Pilot_S01_3Baseline_SubjData,Baseline,54,390,1,Gen_first,12° Variance,CCW,,120,3.3841,,5,6,,,,0,3.513,0.77,0.005,0.37372
San_Pilot_S01_3Baseline_SubjData,Baseline,55,391,1,Gen_first,12° Variance,CCW,-4.0273,120,3.3841,0.6432,5,7,0.050362,0.166,4.0273,0,3.513,0.375,0.005,0.39039
San_Pilot_S01_3Baseline_SubjData,Baseline,56,392,1,Gen_first,12° Variance,CCW,,120,3.3841,,5,8,,,,0,3.513,0.91,0.005,0.37606
San_Pilot_S01_3Baseline_SubjData,Baseline,57,393,1,Gen_first,12° Variance,CCW,-4.5412,120,3.3841,1.1571,5,9,0.050251,0.16541,4.5412,0,3.513,0.435,0.005,0.32127
San_Pilot_S01_3Baseline_SubjData,Baseline,58,394,1,Gen_first,12° Variance,CCW,-2.7296,120,3.3841,-0.6545,5,10,0.051053,0.16719,2.7296,0,3.513,0.445,0.005,0.31781
San_Pilot_S01_3Baseline_SubjData,Baseline,59,395,1,Gen_first,12° Variance,CCW,,120,3.3841,,5,11,,,,0,3.513,0,0.005,0
San_Pilot_S01_3Baseline_SubjData,Baseline,60,396,1,Gen_first,12° Variance,CCW,1.3847,120,3.3841,-4.7688,5,12,0.053237,0.17096,-1.3847,0,3.513,0.24,0.51,0.38974
San_Pilot_S01_3Baseline_SubjData,Baseline,61,397,1,Gen_first,12° Variance,CCW,0.084702,150,-2.2654,2.180698,6,1,0.030898,0.14667,-0.084702,0,-3.6773,0.35,0.015,0.50214
San_Pilot_S01_3Baseline_SubjData,Baseline,62,398,1,Gen_first,12° Variance,CCW,7.6986,150,-2.2654,-5.4332,6,2,0.036953,0.15219,-7.6986,0,-3.6773,0.32,0.03,0.44167
San_Pilot_S01_3Baseline_SubjData,Baseline,63,399,1,Gen_first,12° Variance,CCW,3.1485,150,-2.2654,-0.8831,6,3,0.03362,0.14852,-3.1485,0,-3.6773,0.52,0.005,0.35542
San_Pilot_S01_3Baseline_SubjData,Baseline,64,400,1,Gen_first,12° Variance,CCW,11.329,150,-2.2654,-9.0636,6,4,0.039627,0.15494,-11.329,0,-3.6773,0.37,0.005,0.34649
San_Pilot_S01_3Baseline_SubjData,Baseline,65,401,1,Gen_first,12° Variance,CCW,2.6938,150,-2.2654,-0.4284,6,5,0.032746,0.14898,-2.6938,0,-3.6773,0.06,0.69,0.36349
San_Pilot_S01_3Baseline_SubjData,Baseline,66,402,1,Gen_first,12° Variance,CCW,1.7053,150,-2.2654,0.5601,6,6,0.031796,0.14853,-1.7053,0,-3.6773,0.495,0.005,0.33945
San_Pilot_S01_3Baseline_SubjData,Baseline,67,403,1,Gen_first,12° Variance,CCW,,150,-2.2654,,6,7,,,,0,-3.6773,0.945,0.005,0.32528
San_Pilot_S01_3Baseline_SubjData,Baseline,68,404,1,Gen_first,12° Variance,CCW,,150,-2.2654,,6,8,,,,0,-3.6773,0,0.005,0
San_Pilot_S01_3Baseline_SubjData,Baseline,69,405,1,Gen_first,12° Variance,CCW,-1.4876,150,-2.2654,3.753,6,9,0.029567,0.14557,1.4876,0,-3.6773,0.305,0.005,0.44153
San_Pilot_S01_3Baseline_SubjData,Baseline,70,406,1,Gen_first,12° Variance,CCW,-1.1111,150,-2.2654,3.3765,6,10,0.029678,0.14621,1.1111,0,-3.6773,0.415,0.005,0.35612
San_Pilot_S01_3Baseline_SubjData,Baseline,71,407,1,Gen_first,12° Variance,CCW,7.5675,150,-2.2654,-5.3021,6,11,0.036728,0.15225,-7.5675,0,-3.6773,0.49,0.065,0.29824
San_Pilot_S01_3Baseline_SubjData,Baseline,72,408,1,Gen_first,12° Variance,CCW,5.1446,150,-2.2654,-2.8792,6,12,0.035066,0.15019,-5.1446,0,-3.6773,0.36,0.115,0.38178
San_Pilot_S01_3Baseline_SubjData,Baseline,73,409,1,Gen_first,12° Variance,CCW,15.784,180,-6.7035,-9.0805,7,1,0.016405,0.14196,-15.784,0,-2.5288,0.3,0.045,0.48447
San_Pilot_S01_3Baseline_SubjData,Baseline,74,410,1,Gen_first,12° Variance,CCW,-24.45,180,-6.7035,31.1535,7,2,-0.024884,0.14527,24.45,0,-2.5288,0.445,0.005,0.33908
San_Pilot_S01_3Baseline_SubjData,Baseline,75,411,1,Gen_first,12° Variance,CCW,6.4889,180,-6.7035,0.2146,7,3,0.0068934,0.13939,-6.4889,0,-2.5288,0.065,0.56,0.35965
San_Pilot_S01_3Baseline_SubjData,Baseline,76,412,1,Gen_first,12° Variance,CCW,,180,-6.7035,,7,4,,,,0,-2.5288,0.855,0.005,0.35102
San_Pilot_S01_3Baseline_SubjData,Baseline,77,413,1,Gen_first,12° Variance,CCW,,180,-6.7035,,7,5,,,,0,-2.5288,0,0.005,0
San_Pilot_S01_3Baseline_SubjData,Baseline,78,414,1,Gen_first,12° Variance,CCW,,180,-6.7035,,7,6,,,,0,-2.5288,0,0.005,0
San_Pilot_S01_3Baseline_SubjData,Baseline,79,415,1,Gen_first,12° Variance,CCW,6.8323,180,-6.7035,-0.1288,7,7,0.0074542,0.13779,-6.8323,0,-2.5288,0.215,0.005,0.59231
San_Pilot_S01_3Baseline_SubjData,Baseline,80,416,1,Gen_first,12° Variance,CCW,1.0031,180,-6.7035,5.7004,7,8,0.001059,0.13952,-1.0031,0,-2.5288,0.395,0.005,0.36789
San_Pilot_S01_3Baseline_SubjData,Baseline,81,417,1,Gen_first,12° Variance,CCW,,180,-6.7035,,7,9,,,,0,-2.5288,0.695,0.005,0.45828
San_Pilot_S01_3Baseline_SubjData,Baseline,82,418,1,Gen_first,12° Variance,CCW,6.7862,180,-6.7035,-0.0827,7,10,0.0072421,0.13914,-6.7862,0,-2.5288,0.11,0.81,0.3256
San_Pilot_S01_3Baseline_SubjData,Baseline,83,419,1,Gen_first,12° Variance,CCW,2.5616,180,-6.7035,4.1419,7,11,0.0027525,0.13848,-2.5616,0,-2.5288,0.345,0.005,0.46857
