File,Block,Trial_Block,Trial_Total,Subj,Order,Perturb_Var,Perturb_Dir,Cursor_Error,Target_Deg,EE_Baseline_mean,EE_Baseline_corrected,Target,Trial_Target,Endpoint_X,Endpoint_Y,Endpoint_Error,Appl_Perturb,Endpoint_Error_Mean,MT,RT,Max_Vel
San_Pilot_S01_4Training_SubjData,Training,98,578,1,Gen_first,12° Variance,CCW,5.857,0,-1.5338,35.6768,1,98,0.034299,0.25058,34.143,40,26.931,0.005,0.6,0.35041
San_Pilot_S01_4Training_SubjData,Training,99,579,1,Gen_first,12° Variance,CCW,2.706,0,-1.5338,24.8278,1,99,0.024165,0.25613,23.294,26,26.931,0.465,0.005,0.3295
San_Pilot_S01_4Training_SubjData,Training,100,580,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,100,,,,26,26.931,0.65,0.005,0.24443
San_Pilot_S01_4Training_SubjData,Training,101,581,1,Gen_first,12° Variance,CCW,5.181,0,-1.5338,29.3528,1,101,0.028306,0.25364,27.819,33,26.931,0.55,0.005,0.29461
San_Pilot_S01_4Training_SubjData,Training,102,582,1,Gen_first,12° Variance,CCW,6.273,0,-1.5338,27.2608,1,102,0.026331,0.25465,25.727,32,26.931,0.545,0.005,0.28908
San_Pilot_S01_4Training_SubjData,Training,103,583,1,Gen_first,12° Variance,CCW,2.34,0,-1.5338,32.1938,1,103,0.030902,0.25213,30.66,33,26.931,0.525,0.005,0.28029
San_Pilot_S01_4Training_SubjData,Training,104,584,1,Gen_first,12° Variance,CCW,-15.465,0,-1.5338,37.9988,1,104,0.036458,0.24933,36.465,21,26.931,0.445,0.005,0.28851
San_Pilot_S01_4Training_SubjData,Training,105,585,1,Gen_first,12° Variance,CCW,-2.289,0,-1.5338,29.8228,1,105,0.029033,0.25394,28.289,26,26.931,0.07,0.625,0.28639
San_Pilot_S01_4Training_SubjData,Training,106,586,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,106,,,,26,26.931,0,0.005,0
San_Pilot_S01_4Training_SubjData,Training,107,587,1,Gen_first,12° Variance,CCW,-1.915,0,-1.5338,31.4488,1,107,0.030162,0.25242,29.915,28,26.931,0.485,0.005,0.30197
San_Pilot_S01_4Training_SubjData,Training,108,588,1,Gen_first,12° Variance,CCW,2.08,0,-1.5338,29.4538,1,108,0.028455,0.2537,27.92,30,26.931,0.525,0.005,0.31253
San_Pilot_S01_4Training_SubjData,Training,109,589,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,109,,,,32,26.931,0.31,0.005,0.25321
San_Pilot_S01_4Training_SubjData,Training,110,590,1,Gen_first,12° Variance,CCW,10.04,0,-1.5338,22.4938,1,110,0.021855,0.25705,20.96,31,26.931,0.425,0.005,0.33449
San_Pilot_S01_4Training_SubjData,Training,111,591,1,Gen_first,12° Variance,CCW,1.102,0,-1.5338,28.4318,1,111,0.027744,0.25469,26.898,28,26.931,0.42,0.005,0.3507
San_Pilot_S01_4Training_SubjData,Training,112,592,1,Gen_first,12° Variance,CCW,4.548,0,-1.5338,35.9858,1,112,0.034597,0.25043,34.452,39,26.931,0.435,0.005,0.33534
San_Pilot_S01_4Training_SubjData,Training,113,593,1,Gen_first,12° Variance,CCW,-1.917,0,-1.5338,34.4508,1,113,0.033649,0.25198,32.917,31,26.931,0.44,0.18,0.47171
San_Pilot_S01_4Training_SubjData,Training,114,594,1,Gen_first,12° Variance,CCW,-2.665,0,-1.5338,35.1988,1,114,0.033312,0.25001,33.665,31,26.931,0.565,0.005,0.35782
San_Pilot_S01_4Training_SubjData,Training,115,595,1,Gen_first,12° Variance,CCW,4.254,0,-1.5338,27.2798,1,115,0.026397,0.25473,25.746,30,26.931,0.38,0.005,0.36175
San_Pilot_S01_4Training_SubjData,Training,116,596,1,Gen_first,12° Variance,CCW,10.075,0,-1.5338,21.4588,1,116,0.020673,0.25703,19.925,30,26.931,0.48,0.005,0.39503
San_Pilot_S01_4Training_SubjData,Training,117,597,1,Gen_first,12° Variance,CCW,-0.664000000000002,0,-1.5338,32.1978,1,117,0.030842,0.25202,30.664,30,26.931,0.365,0.005,0.38942
San_Pilot_S01_4Training_SubjData,Training,118,598,1,Gen_first,12° Variance,CCW,-0.693999999999999,0,-1.5338,33.2278,1,118,0.031948,0.25174,31.694,31,26.931,0.34,0.005,0.3935
San_Pilot_S01_4Training_SubjData,Training,119,599,1,Gen_first,12° Variance,CCW,-3.45,0,-1.5338,39.9838,1,119,0.037563,0.24731,38.45,35,26.931,0.2,0.005,0.39547
San_Pilot_S01_4Training_SubjData,Training,120,600,1,Gen_first,12° Variance,CCW,12.826,0,-1.5338,22.7078,1,120,0.021967,0.25671,21.174,34,26.931,0.455,0.005,0.32257
San_Pilot_S01_4Training_SubjData,Training,121,601,1,Gen_first,12° Variance,CCW,-3.806,0,-1.5338,37.3398,1,121,0.03522,0.24882,35.806,32,26.931,0.37,0.005,0.36413
San_Pilot_S01_4Training_SubjData,Training,122,602,1,Gen_first,12° Variance,CCW,-5.306,0,-1.5338,35.8398,1,122,0.034648,0.25078,34.306,29,26.931,0.35,0.005,0.33317
San_Pilot_S01_4Training_SubjData,Training,123,603,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,123,,,,24,26.931,0.345,0.005,0.020591
San_Pilot_S01_4Training_SubjData,Training,124,604,1,Gen_first,12° Variance,CCW,6.396,0,-1.5338,23.1378,1,124,0.022729,0.25739,21.604,28,26.931,0.37,0.035,0.43353
San_Pilot_S01_4Training_SubjData,Training,125,605,1,Gen_first,12° Variance,CCW,5.236,0,-1.5338,29.2978,1,125,0.028634,0.25439,27.764,33,26.931,0.355,0.06,0.457
San_Pilot_S01_4Training_SubjData,Training,126,606,1,Gen_first,12° Variance,CCW,-7.463,0,-1.5338,36.9968,1,126,0.035221,0.24945,35.463,28,26.931,0.595,0.005,0.27468
San_Pilot_S01_4Training_SubjData,Training,127,607,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,127,,,,28,26.931,0.635,0.005,0.25322
San_Pilot_S01_4Training_SubjData,Training,128,608,1,Gen_first,12° Variance,CCW,6.481,0,-1.5338,31.0528,1,128,0.029866,0.25275,29.519,36,26.931,0.535,0.005,0.27315
San_Pilot_S01_4Training_SubjData,Training,129,609,1,Gen_first,12° Variance,CCW,-13.198,0,-1.5338,38.7318,1,129,0.036605,0.24823,37.198,24,26.931,0.515,0.005,0.2928
San_Pilot_S01_4Training_SubjData,Training,130,610,1,Gen_first,12° Variance,CCW,4.409,0,-1.5338,27.1248,1,130,0.0263,0.25491,25.591,30,26.931,0.525,0.005,0.35668
San_Pilot_S01_4Training_SubjData,Training,131,611,1,Gen_first,12° Variance,CCW,8.598,0,-1.5338,24.9358,1,131,0.023842,0.25509,23.402,32,26.931,0.36,0.005,0.2751
San_Pilot_S01_4Training_SubjData,Training,132,612,1,Gen_first,12° Variance,CCW,-3.294,0,-1.5338,32.8278,1,132,0.031398,0.25165,31.294,28,26.931,0.5,0.005,0.31379
San_Pilot_S01_4Training_SubjData,Training,133,613,1,Gen_first,12° Variance,CCW,-11.876,0,-1.5338,35.4098,1,133,0.034086,0.25077,33.876,22,26.931,0.48,0.005,0.31451
San_Pilot_S01_4Training_SubjData,Training,134,614,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,134,,,,23,26.931,0.625,0.005,0.25172
San_Pilot_S01_4Training_SubjData,Training,135,615,1,Gen_first,12° Variance,CCW,16.265,0,-1.5338,20.2688,1,135,0.019359,0.25708,18.735,35,26.931,0.5,0.005,0.32037
San_Pilot_S01_4Training_SubjData,Training,136,616,1,Gen_first,12° Variance,CCW,-2.594,0,-1.5338,34.1278,1,136,0.032342,0.25058,32.594,30,26.931,0.465,0.005,0.31628
San_Pilot_S01_4Training_SubjData,Training,137,617,1,Gen_first,12° Variance,CCW,-6.545,0,-1.5338,39.0788,1,137,0.037051,0.24821,37.545,31,26.931,0.505,0.005,0.35411
San_Pilot_S01_4Training_SubjData,Training,138,618,1,Gen_first,12° Variance,CCW,-2.656,0,-1.5338,35.1898,1,138,0.033721,0.25065,33.656,31,26.931,0.59,0.005,0.31029
San_Pilot_S01_4Training_SubjData,Training,139,619,1,Gen_first,12° Variance,CCW,-3.449,0,-1.5338,37.9828,1,139,0.035671,0.2483,36.449,33,26.931,0.58,0.005,0.28813
San_Pilot_S01_4Training_SubjData,Training,140,620,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,140,,,,27,26.931,0.64,0.005,0.27476
San_Pilot_S01_4Training_SubjData,Training,141,621,1,Gen_first,12° Variance,CCW,3.764,0,-1.5338,25.7698,1,141,0.025045,0.25563,24.236,28,26.931,0.57,0.005,0.3268
San_Pilot_S01_4Training_SubjData,Training,142,622,1,Gen_first,12° Variance,CCW,6.765,0,-1.5338,24.7688,1,142,0.023941,0.25576,23.235,30,26.931,0.585,0.005,0.27403
San_Pilot_S01_4Training_SubjData,Training,143,623,1,Gen_first,12° Variance,CCW,0.187000000000001,0,-1.5338,29.3468,1,143,0.028589,0.25419,27.813,28,26.931,0.525,0.165,0.3043
San_Pilot_S01_4Training_SubjData,Training,144,624,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,144,,,,27,26.931,0.6,0.07,0.30847
San_Pilot_S01_4Training_SubjData,Training,145,625,1,Gen_first,12° Variance,CCW,8.437,0,-1.5338,31.0968,1,145,0.029679,0.25232,29.563,38,26.931,0.545,0.085,0.2721
San_Pilot_S01_4Training_SubjData,Training,146,626,1,Gen_first,12° Variance,CCW,-13.046,0,-1.5338,45.5798,1,146,0.041936,0.24336,44.046,31,26.931,0.56,0.005,0.29731
San_Pilot_S01_4Training_SubjData,Training,147,627,1,Gen_first,12° Variance,CCW,7.593,0,-1.5338,30.9408,1,147,0.029575,0.25247,29.407,37,26.931,0.54,0.03,0.29945
San_Pilot_S01_4Training_SubjData,Training,148,628,1,Gen_first,12° Variance,CCW,-8.454,0,-1.5338,41.9878,1,148,0.03964,0.24649,40.454,32,26.931,0.505,0.005,0.29259
San_Pilot_S01_4Training_SubjData,Training,149,629,1,Gen_first,12° Variance,CCW,4.496,0,-1.5338,27.0378,1,149,0.026258,0.25504,25.504,30,26.931,0,0.58,0.28099
San_Pilot_S01_4Training_SubjData,Training,150,630,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,150,,,,33,26.931,0.61,0.005,0.25734
San_Pilot_S01_4Training_SubjData,Training,151,631,1,Gen_first,12° Variance,CCW,-7.948,0,-1.5338,40.4818,1,151,0.03802,0.24704,38.948,31,26.931,0.535,0.005,0.30609
San_Pilot_S01_4Training_SubjData,Training,152,632,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,152,,,,32,26.931,0,0.005,0
San_Pilot_S01_4Training_SubjData,Training,153,633,1,Gen_first,12° Variance,CCW,12.696,0,-1.5338,21.8378,1,153,0.021005,0.25677,20.304,33,26.931,0.48,0.005,0.28927
San_Pilot_S01_4Training_SubjData,Training,154,634,1,Gen_first,12° Variance,CCW,1.48,0,-1.5338,30.0538,1,154,0.028826,0.25305,28.52,30,26.931,0.365,0.005,0.2108
San_Pilot_S01_4Training_SubjData,Training,155,635,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,155,,,,27,26.931,0.105,0.005,0.062955
San_Pilot_S01_4Training_SubjData,Training,156,636,1,Gen_first,12° Variance,CCW,5.593,0,-1.5338,26.9408,1,156,0.027115,0.25709,25.407,31,26.931,0.2,0.005,0.25218
San_Pilot_S01_4Training_SubjData,Training,157,637,1,Gen_first,12° Variance,CCW,3.423,0,-1.5338,29.1108,1,157,0.028395,0.25437,27.577,31,26.931,0.365,0.005,0.39645
San_Pilot_S01_4Training_SubjData,Training,158,638,1,Gen_first,12° Variance,CCW,-3.024,0,-1.5338,31.5578,1,158,0.030092,0.25207,30.024,27,26.931,0.32,0.005,0.31681
San_Pilot_S01_4Training_SubjData,Training,159,639,1,Gen_first,12° Variance,CCW,6.666,0,-1.5338,24.8678,1,159,0.024183,0.25606,23.334,30,26.931,0.44,0.005,0.30362
San_Pilot_S01_4Training_SubjData,Training,160,640,1,Gen_first,12° Variance,CCW,7.481,0,-1.5338,24.0528,1,160,0.023125,0.25578,22.519,30,26.931,0.265,0.005,0.33802
San_Pilot_S01_4Training_SubjData,Training,161,641,1,Gen_first,12° Variance,CCW,3.925,0,-1.5338,26.6088,1,161,0.025541,0.25459,25.075,29,26.931,0.48,0.005,0.31402
San_Pilot_S01_4Training_SubjData,Training,162,642,1,Gen_first,12° Variance,CCW,-0.908999999999999,0,-1.5338,31.4428,1,162,0.030086,0.2523,29.909,29,26.931,0.415,0.005,0.32926
San_Pilot_S01_4Training_SubjData,Training,163,643,1,Gen_first,12° Variance,CCW,5.273,0,-1.5338,29.2608,1,163,0.028413,0.25406,27.727,33,26.931,0.41,0.005,0.3359
San_Pilot_S01_4Training_SubjData,Training,164,644,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,164,,,,37,26.931,0.65,0.01,0.28231
San_Pilot_S01_4Training_SubjData,Training,165,645,1,Gen_first,12° Variance,CCW,-11.528,0,-1.5338,34.0618,1,165,0.032457,0.25089,32.528,21,26.931,0.36,0.005,0.28003
San_Pilot_S01_4Training_SubjData,Training,166,646,1,Gen_first,12° Variance,CCW,10.745,0,-1.5338,15.7888,1,166,0.01486,0.25849,14.255,25,26.931,0.445,0.005,0.3276
San_Pilot_S01_4Training_SubjData,Training,167,647,1,Gen_first,12° Variance,CCW,6.093,0,-1.5338,31.4408,1,167,0.030348,0.25276,29.907,36,26.931,0.37,0.005,0.32212
San_Pilot_S01_4Training_SubjData,Training,168,648,1,Gen_first,12° Variance,CCW,5.684,0,-1.5338,22.8498,1,168,0.022327,0.25722,21.316,27,26.931,0.41,0.005,0.37526
San_Pilot_S01_4Training_SubjData,Training,169,649,1,Gen_first,12° Variance,CCW,6.517,0,-1.5338,21.0168,1,169,0.020427,0.25774,19.483,26,26.931,0.405,0.005,0.28511
San_Pilot_S01_4Training_SubjData,Training,170,650,1,Gen_first,12° Variance,CCW,9.65,0,-1.5338,29.8838,1,170,0.02902,0.25378,28.35,38,26.931,0.46,0.005,0.3212
San_Pilot_S01_4Training_SubjData,Training,171,651,1,Gen_first,12° Variance,CCW,-11.425,0,-1.5338,35.9588,1,171,0.033974,0.24957,34.425,23,26.931,0.42,0.005,0.34224
San_Pilot_S01_4Training_SubjData,Training,172,652,1,Gen_first,12° Variance,CCW,7.476,0,-1.5338,24.0578,1,172,0.023231,0.25602,22.524,30,26.931,0.345,0.005,0.33968
San_Pilot_S01_4Training_SubjData,Training,173,653,1,Gen_first,12° Variance,CCW,5.872,0,-1.5338,22.6618,1,173,0.021728,0.25623,21.128,27,26.931,0.005,0.655,0.25923
San_Pilot_S01_4Training_SubjData,Training,174,654,1,Gen_first,12° Variance,CCW,9.22,0,-1.5338,23.3138,1,174,0.022274,0.25575,21.78,31,26.931,0.45,0.005,0.32505
San_Pilot_S01_4Training_SubjData,Training,175,655,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,175,,,,34,26.931,0.68,0.065,0.21546
San_Pilot_S01_4Training_SubjData,Training,176,656,1,Gen_first,12° Variance,CCW,0.382999999999999,0,-1.5338,33.1508,1,176,0.031626,0.25137,31.617,32,26.931,0.47,0.005,0.34195
San_Pilot_S01_4Training_SubjData,Training,177,657,1,Gen_first,12° Variance,CCW,1.591,0,-1.5338,29.9428,1,177,0.029243,0.25406,28.409,30,26.931,0.295,0.005,0.34197
San_Pilot_S01_4Training_SubjData,Training,178,658,1,Gen_first,12° Variance,CCW,2.558,0,-1.5338,26.9758,1,178,0.026142,0.25495,25.442,28,26.931,0.35,0.005,0.3017
San_Pilot_S01_4Training_SubjData,Training,179,659,1,Gen_first,12° Variance,CCW,8.709,0,-1.5338,23.8248,1,179,0.023172,0.25652,22.291,31,26.931,0.405,0.005,0.32983
San_Pilot_S01_4Training_SubjData,Training,180,660,1,Gen_first,12° Variance,CCW,6.97,0,-1.5338,29.5638,1,180,0.028601,0.25372,28.03,35,26.931,0.395,0.005,0.33045
San_Pilot_S01_4Training_SubjData,Training,181,661,1,Gen_first,12° Variance,CCW,1.837,0,-1.5338,30.6968,1,181,0.029937,0.25365,29.163,31,26.931,0.42,0.005,0.34499
San_Pilot_S01_4Training_SubjData,Training,182,662,1,Gen_first,12° Variance,CCW,-1.655,0,-1.5338,30.1888,1,182,0.028967,0.25301,28.655,27,26.931,0.465,0.005,0.28894
San_Pilot_S01_4Training_SubjData,Training,183,663,1,Gen_first,12° Variance,CCW,0.193999999999999,0,-1.5338,25.3398,1,183,0.024327,0.25514,23.806,24,26.931,0.515,0.005,0.32491
San_Pilot_S01_4Training_SubjData,Training,184,664,1,Gen_first,12° Variance,CCW,-0.995000000000001,0,-1.5338,23.5288,1,184,0.02287,0.25662,21.995,21,26.931,0.45,0.005,0.36896
San_Pilot_S01_4Training_SubjData,Training,185,665,1,Gen_first,12° Variance,CCW,17.958,0,-1.5338,11.5758,1,185,0.010728,0.26058,10.042,28,26.931,0.195,0.005,0.37538
San_Pilot_S01_4Training_SubjData,Training,186,666,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,186,,,,32,26.931,0.655,0.005,0.24765
San_Pilot_S01_4Training_SubjData,Training,187,667,1,Gen_first,12° Variance,CCW,-3.105,0,-1.5338,35.6388,1,187,0.034367,0.25075,34.105,31,26.931,0.43,0.005,0.38548
San_Pilot_S01_4Training_SubjData,Training,188,668,1,Gen_first,12° Variance,CCW,-3.001,0,-1.5338,31.5348,1,188,0.030134,0.25219,30.001,27,26.931,0.335,0.005,0.33666
San_Pilot_S01_4Training_SubjData,Training,189,669,1,Gen_first,12° Variance,CCW,-3.967,0,-1.5338,33.5008,1,189,0.032446,0.25199,31.967,28,26.931,0.295,0.005,0.3325
San_Pilot_S01_4Training_SubjData,Training,190,670,1,Gen_first,12° Variance,CCW,-2.38,0,-1.5338,31.9138,1,190,0.030702,0.25237,30.38,28,26.931,0.465,0.005,0.33803
San_Pilot_S01_4Training_SubjData,Training,191,671,1,Gen_first,12° Variance,CCW,6.154,0,-1.5338,22.3798,1,191,0.0217,0.25699,20.846,27,26.931,0.445,0.005,0.32005
San_Pilot_S01_4Training_SubjData,Training,192,672,1,Gen_first,12° Variance,CCW,6.696,0,-1.5338,26.8378,1,192,0.02578,0.25453,25.304,32,26.931,0.275,0.005,0.32355
San_Pilot_S01_4Training_SubjData,Training,193,673,1,Gen_first,12° Variance,CCW,-8.349,0,-1.5338,31.8828,1,193,0.030464,0.25203,30.349,22,26.931,0.37,0.005,0.30238
San_Pilot_S01_4Training_SubjData,Training,194,674,1,Gen_first,12° Variance,CCW,12.276,0,-1.5338,19.2578,1,194,0.018584,0.25815,17.724,30,26.931,0.455,0.005,0.30177
San_Pilot_S01_4Training_SubjData,Training,195,675,1,Gen_first,12° Variance,CCW,-1.778,0,-1.5338,30.3118,1,195,0.029489,0.25369,28.778,27,26.931,0.46,0.005,0.3108
San_Pilot_S01_4Training_SubjData,Training,196,676,1,Gen_first,12° Variance,CCW,4.256,0,-1.5338,24.2778,1,196,0.023557,0.25619,22.744,27,26.931,0.395,0.005,0.31935
San_Pilot_S01_4Training_SubjData,Training,197,677,1,Gen_first,12° Variance,CCW,8.645,0,-1.5338,20.8888,1,197,0.020304,0.2578,19.355,28,26.931,0.445,0.015,0.34709
San_Pilot_S01_4Training_SubjData,Training,198,678,1,Gen_first,12° Variance,CCW,3.733,0,-1.5338,29.8008,1,198,0.029004,0.25394,28.267,32,26.931,0.24,0.005,0.30793
San_Pilot_S01_4Training_SubjData,Training,199,679,1,Gen_first,12° Variance,CCW,-3.954,0,-1.5338,35.4878,1,199,0.03398,0.25046,33.954,30,26.931,0.535,0.005,0.27978
San_Pilot_S01_4Training_SubjData,Training,200,680,1,Gen_first,12° Variance,CCW,-1.108,0,-1.5338,27.6418,1,200,0.026654,0.25439,26.108,25,26.931,0.405,0.005,0.31501
San_Pilot_S01_4Training_SubjData,Training,201,681,1,Gen_first,12° Variance,CCW,11.478,0,-1.5338,26.0558,1,201,0.025455,0.2558,24.522,36,26.931,0.355,0.005,0.34287
San_Pilot_S01_4Training_SubjData,Training,202,682,1,Gen_first,12° Variance,CCW,0.831,0,-1.5338,29.7028,1,202,0.028964,0.25409,28.169,29,26.931,0.365,0.005,0.30849
San_Pilot_S01_4Training_SubjData,Training,203,683,1,Gen_first,12° Variance,CCW,-1.773,0,-1.5338,31.3068,1,203,0.029984,0.25241,29.773,28,26.931,0.255,0.005,0.3162
San_Pilot_S01_4Training_SubjData,Training,204,684,1,Gen_first,12° Variance,CCW,-2.585,0,-1.5338,28.1188,1,204,0.031405,0.26276,26.585,24,26.931,0.045,0.26,0.26363
San_Pilot_S01_4Training_SubjData,Training,205,685,1,Gen_first,12° Variance,CCW,0.103000000000002,0,-1.5338,26.4308,1,205,0.025819,0.25563,24.897,25,26.931,0,0.45,0.31994
San_Pilot_S01_4Training_SubjData,Training,206,686,1,Gen_first,12° Variance,CCW,15.688,0,-1.5338,18.8458,1,206,0.018252,0.25856,17.312,33,26.931,0.25,0.005,0.33278
San_Pilot_S01_4Training_SubjData,Training,207,687,1,Gen_first,12° Variance,CCW,-11.519,0,-1.5338,37.0528,1,207,0.035667,0.24997,35.519,24,26.931,0.31,0.005,0.329
San_Pilot_S01_4Training_SubjData,Training,208,688,1,Gen_first,12° Variance,CCW,1.061,0,-1.5338,25.4728,1,208,0.024639,0.2555,23.939,25,26.931,0.46,0.18,0.34911
San_Pilot_S01_4Training_SubjData,Training,209,689,1,Gen_first,12° Variance,CCW,3.204,0,-1.5338,28.3298,1,209,0.02748,0.25441,26.796,30,26.931,0.4,0.005,0.28922
San_Pilot_S01_4Training_SubjData,Training,210,690,1,Gen_first,12° Variance,CCW,-5.569,0,-1.5338,34.1028,1,210,0.033564,0.25255,32.569,27,26.931,0.245,0.005,0.25952
San_Pilot_S01_4Training_SubjData,Training,211,691,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,211,,,,27,26.931,0.025,0.005,0.030195
San_Pilot_S01_4Training_SubjData,Training,212,692,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,212,,,,29,26.931,0.605,0.005,0.31504
San_Pilot_S01_4Training_SubjData,Training,213,693,1,Gen_first,12° Variance,CCW,-2.538,0,-1.5338,33.0718,1,213,0.031591,0.25147,31.538,29,26.931,0.425,0.005,0.33149
San_Pilot_S01_4Training_SubjData,Training,214,694,1,Gen_first,12° Variance,CCW,4.41,0,-1.5338,34.1238,1,214,0.032346,0.2506,32.59,37,26.931,0.27,0.005,0.32193
San_Pilot_S01_4Training_SubjData,Training,215,695,1,Gen_first,12° Variance,CCW,-6.28,0,-1.5338,32.8138,1,215,0.03142,0.25172,31.28,25,26.931,0.33,0.005,0.29934
San_Pilot_S01_4Training_SubjData,Training,216,696,1,Gen_first,12° Variance,CCW,7.026,0,-1.5338,25.5078,1,216,0.024941,0.25609,23.974,31,26.931,0.345,0.005,0.30204
San_Pilot_S01_4Training_SubjData,Training,217,697,1,Gen_first,12° Variance,CCW,-3.559,0,-1.5338,26.0928,1,217,0.02541,0.2556,24.559,21,26.931,0.44,0.005,0.33939
San_Pilot_S01_4Training_SubjData,Training,218,698,1,Gen_first,12° Variance,CCW,7.707,0,-1.5338,21.8268,1,218,0.02085,0.25639,20.293,28,26.931,0.52,0.005,0.29875
San_Pilot_S01_4Training_SubjData,Training,219,699,1,Gen_first,12° Variance,CCW,-1.844,0,-1.5338,25.3778,1,219,0.024629,0.25572,23.844,22,26.931,0.465,0.21,0.39582
San_Pilot_S01_4Training_SubjData,Training,220,700,1,Gen_first,12° Variance,CCW,0.399999999999999,0,-1.5338,31.1338,1,220,0.029707,0.25229,29.6,30,26.931,0.445,0.005,0.30588
San_Pilot_S01_4Training_SubjData,Training,221,701,1,Gen_first,12° Variance,CCW,-13.692,0,-1.5338,36.2258,1,221,0.034224,0.24944,34.692,21,26.931,0.325,0.005,0.28001
San_Pilot_S01_4Training_SubjData,Training,222,702,1,Gen_first,12° Variance,CCW,-0.643000000000001,0,-1.5338,31.1768,1,222,0.030132,0.25295,29.643,29,26.931,0.54,0.005,0.30052
San_Pilot_S01_4Training_SubjData,Training,223,703,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,223,,,,33,26.931,0.69,0.005,0.23837
San_Pilot_S01_4Training_SubjData,Training,224,704,1,Gen_first,12° Variance,CCW,-1.436,0,-1.5338,38.9698,1,224,0.03705,0.2484,37.436,36,26.931,0.385,0.005,0.30956
San_Pilot_S01_4Training_SubjData,Training,225,705,1,Gen_first,12° Variance,CCW,-1.017,0,-1.5338,29.5508,1,225,0.028316,0.25322,28.017,27,26.931,0.475,0.005,0.32743
San_Pilot_S01_4Training_SubjData,Training,226,706,1,Gen_first,12° Variance,CCW,-6.101,0,-1.5338,29.6348,1,226,0.028479,0.25333,28.101,22,26.931,0.46,0.005,0.28677
San_Pilot_S01_4Training_SubjData,Training,227,707,1,Gen_first,12° Variance,CCW,5.467,0,-1.5338,24.0668,1,227,0.023319,0.25621,22.533,28,26.931,0.445,0.005,0.29059
San_Pilot_S01_4Training_SubjData,Training,228,708,1,Gen_first,12° Variance,CCW,0.146000000000001,0,-1.5338,27.3878,1,228,0.02635,0.25438,25.854,26,26.931,0.41,0.005,0.29645
San_Pilot_S01_4Training_SubjData,Training,229,709,1,Gen_first,12° Variance,CCW,7.175,0,-1.5338,26.3588,1,229,0.025462,0.25504,24.825,32,26.931,0.405,0.005,0.30687
San_Pilot_S01_4Training_SubjData,Training,230,710,1,Gen_first,12° Variance,CCW,22.782,0,-1.5338,12.7518,1,230,0.011912,0.26006,11.218,34,26.931,0.435,0.025,0.35136
San_Pilot_S01_4Training_SubjData,Training,231,711,1,Gen_first,12° Variance,CCW,7.226,0,-1.5338,30.3078,1,231,0.029098,0.25299,28.774,36,26.931,0.295,0.005,0.29294
San_Pilot_S01_4Training_SubjData,Training,232,712,1,Gen_first,12° Variance,CCW,,0,-1.5338,,1,232,,,,30,26.931,0.71,0.005,0.26045
San_Pilot_S01_4Training_SubjData,Training,233,713,1,Gen_first,12° Variance,CCW,7.166,0,-1.5338,34.3678,1,233,0.032953,0.25107,32.834,40,26.931,0.495,0.005,0.28385
San_Pilot_S01_4Training_SubjData,Training,234,714,1,Gen_first,12° Variance,CCW,-1.74,0,-1.5338,36.2738,1,234,0.03429,0.24945,34.74,33,26.931,0.395,0.005,0.42538
San_Pilot_S01_4Training_SubjData,Training,235,715,1,Gen_first,12° Variance,CCW,-2.664,0,-1.5338,33.1978,1,235,0.031878,0.25169,31.664,29,26.931,0.4,0.005,0.38375
San_Pilot_S01_4Training_SubjData,Training,236,716,1,Gen_first,12° Variance,CCW,5.417,0,-1.5338,28.1168,1,236,0.027457,0.25487,26.583,32,26.931,0.425,0.005,0.35319
San_Pilot_S01_4Training_SubjData,Training,237,717,1,Gen_first,12° Variance,CCW,-0.350999999999999,0,-1.5338,27.8848,1,237,0.026983,0.25447,26.351,26,26.931,0.45,0.005,0.3608
San_Pilot_S01_4Training_SubjData,Training,238,718,1,Gen_first,12° Variance,CCW,6.545,0,-1.5338,24.9888,1,238,0.024176,0.25572,23.455,30,26.931,0.315,0.005,0.33578
San_Pilot_S01_4Training_SubjData,Training,239,719,1,Gen_first,12° Variance,CCW,6.474,0,-1.5338,33.0598,1,239,0.032028,0.25221,31.526,38,26.931,0.38,0.005,0.37513
San_Pilot_S01_4Training_SubjData,Training,240,720,1,Gen_first,12° Variance,CCW,-9.388,0,-1.5338,38.9218,1,240,0.036862,0.24823,37.388,28,26.931,0.405,0.005,0.31589
